id_local,nombre,categoria,direccion,barrio,comuna
2142,BLOSSOM,RESTAURANTE,TUCUMAN 516,San Nicolas,Comuna 1
1664,BLUE BROWN,RESTAURANTE,JUNIN 1350,Recoleta,Comuna 2
57,BO-BO,RESTAURANTE,GUATEMALA 4882,Palermo,Comuna 14
710,BOCADO DULCE Y SALADO,CAFE,SARMIENTO 2212,Balvanera,Comuna 3
58,BOCADOS,RESTAURANTE,"SEGUI, JUAN FRANCISCO 4611",Palermo,Comuna 14
1524,BOCADOS CAFE,CAFE,DIRECTORIO AV. 3999,Parque Avellaneda,Comuna 9
1225,BOCHICHA,RESTAURANTE,"BROWN, ALTE. AV. 802",Boca,Comuna 4
60,BODEGA 52,RESTAURANTE,"RAVIGNANI, EMILIO, Dr. 1905",Palermo,Comuna 14
59,BODEN SEE,RESTAURANTE,ORTEGA Y GASSET 1880,Palermo,Comuna 14
942,BOEDO ANTIGUO,RESTAURANTE,"MARMOL, JOSE 1692",Boedo,Comuna 5
2060,BOHEMIA,RESTAURANTE,CABILDO AV. 4212,Saavedra,Comuna 12
61,BOKOTO,RESTAURANTE,HUERGO 261,Palermo,Comuna 14
1321,BOLOGNA,RESTAURANTE,ALVAREZ JONTE AV. 4501,Monte Castro,Comuna 10
62,BOM FIM,RESTAURANTE,DEL LIBERTADOR AV. 3883,Palermo,Comuna 14
2144,BOMPLER,RESTAURANTE,SARMIENTO 570,San Nicolas,Comuna 1
1132,BOM TEMPO,RESTAURANTE,YERBAL 2501,Flores,Comuna 7
2692,BON BIJOU,PUB,CUENCA 2756,Villa Del Parque,Comuna 11
64,BON JOUR,RESTAURANTE,GUEMES 3299,Recoleta,Comuna 2
1665,BONJOUR - PIZZA,RESTAURANTE,GUEMES 3299,Recoleta,Comuna 2
2555,BOQUITAS PINTADAS,,ESTADOS UNIDOS 1393,Constitucion,Comuna 1
2146,BORDO,RESTAURANTE,CORRIENTES AV. 799,San Nicolas,Comuna 1
63,BORDO BAR,PUB,REPUBLICA DE LA INDIA 2895,Palermo,Comuna 14
1100,BOREAL,CAFE,SALTA 1391,Constitucion,Comuna 1
711,BORGOÃƒâ€˜A,CAFE,"YRIGOYEN, HIPOLITO 2700",Balvanera,Comuna 3
2145,BOSTON CITY,RESTAURANTE,FLORIDA 165,San Nicolas,Comuna 1
65,BOUTIQUE DEL LIBRO,PUB,THAMES 1762,Palermo,Comuna 14
1212,BRASIAS,RESTAURANTE,SEGUROLA AV. 87,Floresta,Comuna 10
66,BRAULIO,RESTAURANTE,BAEZ 518,Palermo,Comuna 14
965,BRAVO,CAFE,RIVADAVIA AV. 4701,Caballito,Comuna 6
1134,BRAZILIAN,RESTAURANTE,DIRECTORIO AV. 1969,Flores,Comuna 7
2147,BREAD FACTORY,CAFE,"MITRE, BARTOLOME 747",San Nicolas,Comuna 1
2148,BREAD NOIR,,TUCUMAN 980,San Nicolas,Comuna 1
2150,BREAK TIME,RESTAURANTE,25 DE MAYO 536,San Nicolas,Comuna 1
619,BREMEN,CAFE,RIVADAVIA AV. 4585,Almagro,Comuna 5
2149,BRETON,RESTAURANTE,SARMIENTO 1548,San Nicolas,Comuna 1
1667,BRICCO,RESTAURANTE,JUNCAL 2295,Recoleta,Comuna 2
2151,BRICK,RESTAURANTE,CORRIENTES AV. 1792,San Nicolas,Comuna 1
68,BRIS,RESTAURANTE,COSTA RICA 4592,Palermo,Comuna 14
2061,BROA,CAFE,CRAMER 4599,Saavedra,Comuna 12
2153,BROCCOLINO,RESTAURANTE,ESMERALDA 776,San Nicolas,Comuna 1
2152,BROKER BAR,RESTAURANTE,SARMIENTO 342,San Nicolas,Comuna 1
67,BRUJAS,RESTAURANTE,"BORGES, JORGE LUIS 1640",Palermo,Comuna 14
1668,BRULE,CAFE,GORRITI 3600,Recoleta,Comuna 2
1669,BRUNCH,CAFE,AYACUCHO 966,Recoleta,Comuna 2
69,BRUNELLO,RESTAURANTE,"VEGA, NICETO, Cnel. 4992",Palermo,Comuna 14
70,BS.AS. ESPRESSO,RESTAURANTE,GUEMES 4229,Palermo,Comuna 14
2154,BUDAPEST,RESTAURANTE,25 DE MAYO 690,San Nicolas,Comuna 1
493,BUDDHABA,RESTAURANTE,ARRIBEÃƒâ€˜OS 2290,Belgrano,Comuna 13
2155,BUENA SUERTE,RESTAURANTE,RIVADAVIA AV. 1689,San Nicolas,Comuna 1
1670,BUEN GUSTO,RESTAURANTE,LAS HERAS GENERAL AV. 2101,Recoleta,Comuna 2
71,BUENOS AIRES NEWS,RESTAURANTE,DEL LIBERTADOR AV. 3883,Palermo,Comuna 14
712,BUENOS MUCHACHOS,RESTAURANTE,CORDOBA AV. 2574,Balvanera,Comuna 3
494,BUHO,RESTAURANTE,MONTAÃƒâ€˜ESES 2785,Belgrano,Comuna 13
1671,BULLEN,PUB,"ORTIZ, ROBERTO M., Pres. 1827",Recoleta,Comuna 2
713,BUNGALO,RESTAURANTE,RIVADAVIA AV. 2210,Balvanera,Comuna 3
967,BUON,CAFE,RIVADAVIA AV. 6200,Caballito,Comuna 6
714,BURGER KING,RESTAURANTE,CORDOBA AV. 2332,Balvanera,Comuna 3
1673,BURGUER KING,PUB,SANTA FE AV. 2575,Recoleta,Comuna 2
968,BURGUER KING,RESTAURANTE,RIVADAVIA AV. 4607,Caballito,Comuna 6
2558,BURZAKO,RESTAURANTE,MEXICO 345,Monserrat,Comuna 1
1672,BUZIOS,RESTAURANTE,PARAGUAY 2400,Recoleta,Comuna 2
564,BÃ‚Â SICO,RESTAURANTE,MAURE 4061,Chacarita,Comuna 15
970,CABALLITO SPORT,RESTAURANTE,"ALVAREZ, DONATO, Tte. Gral. 1481",Caballito,Comuna 6
897,CABAÃƒâ€˜A COLONIA BARRACAS,RESTAURANTE,OLAVARRIA 1601,Barracas,Comuna 4
74,CABERNET,RESTAURANTE,"BORGES, JORGE LUIS 1757",Palermo,Comuna 14
969,CAFE ALBERDI,CAFE,"ALBERDI, JUAN BAUTISTA AV. 500",Caballito,Comuna 6
2156,CAFE AZNAR,RESTAURANTE,TUCUMAN 1602,San Nicolas,Comuna 1
943,CAFE BAR,RESTAURANTE,LA PLATA AV. 1620,Boedo,Comuna 5
1354,CAFE BAR CHISOL,RESTAURANTE,CHILE 1699,Monserrat,Comuna 1
2157,CAFE BAR DE LOS ARTISTAS,BAR,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 784",Boca,Comuna 4
1228,CAFE BAR FILIBERTO,RESTAURANTE,MAGALLANES 825,Boca,Comuna 4
2159,CAFE BARI,BAR,SARMIENTO 561,San Nicolas,Comuna 1
2795,CAFE BORDO,,DE LOS CONSTITUYENTES AV. 5189,Villa Urquiza,Comuna 12
579,CAFE BOUQUET,,CABILDO AV. 1400,Colegiales,Comuna 13
1357,CAFE BUENOS AIRES,RESTAURANTE,"ALSINA, ADOLFO 1600",Monserrat,Comuna 1
2170,CAFECITO,CAFE,"MITRE, BARTOLOME 790",San Nicolas,Comuna 1
971,CAFE DE GARCIA,CAFE,SAN MARTIN AV. 1828,Caballito,Comuna 6
73,CAFE DE LA AMISTAD,BAR,JUNCAL 4499,Palermo,Comuna 14
717,CAFE DE LA CASONA,RESTAURANTE,CORRIENTES AV. 1979,Balvanera,Comuna 3
2158,CAFE DE LA CIUDAD,CAFE,CORRIENTES AV. 999,San Nicolas,Comuna 1
974,CAFE DE LA ESQUINA,RESTAURANTE,ROSARIO 495,Caballito,Comuna 6
718,CAFE DE LA ESQUINA,CAFE,TUCUMAN 2300,Balvanera,Comuna 3
715,CAFE DE LA FACU,CAFE,CORDOBA AV. 2202,Balvanera,Comuna 3
1355,CAFE DE LA FLOR,CAFE,"ALSINA, ADOLFO 1200",Monserrat,Comuna 1
1674,CAFE DE LA PAIX,RESTAURANTE,"QUINTANA, MANUEL, PRES. AV. 595",Recoleta,Comuna 2
2699,CAFE DE LA PLAZA,RESTAURANTE,LINCOLN AV. 3990,Villa Devoto,Comuna 11
716,CAFE DE LAS CIENCIAS,RESTAURANTE,JUNIN 785,Balvanera,Comuna 3
2160,CAFE DE LAS CORTES,CAFE,TUCUMAN 1327,San Nicolas,Comuna 1
75,CAFE DE LA SEDA,BAR,ARMENIA 1820,Palermo,Comuna 14
2161,CAFE DE LAS GALERIAS,CONFITERIA,FLORIDA 725,San Nicolas,Comuna 1
1358,CAFE DE LAS LUCES,CAFE,BOLIVAR 240,Monserrat,Comuna 1
972,CAFE DE LA SUBASTA,BAR,RIO DE JANEIRO 54,Caballito,Comuna 6
76,CAFE DEL BOTANICO,CAFE,SANTA FE AV. 3799,Palermo,Comuna 14
2700,CAFE DEL LIBERTADOR,CAFE,SAN MARTIN AV. 6202,Villa Devoto,Comuna 11
2752,CAFE DE LOS INCAS,RESTAURANTE,DE LOS INCAS AV. 3909,Villa Ortuzar,Comuna 15
719,CAFE DEL SIGLO,RESTAURANTE,TUCUMAN 2101,Balvanera,Comuna 3
2163,CAFE DE MI PAIS,CONFITERIA,TUCUMAN 299,San Nicolas,Comuna 1
2162,CAFE EL URBANO,RESTAURANTE,SUIPACHA 237,San Nicolas,Comuna 1
2164,CAFE FINANZAS,RESTAURANTE,LAVALLE 502,San Nicolas,Comuna 1
1675,CAFE FLORENCIA,CAFE,GUEMES 3199,Recoleta,Comuna 2
1677,CAFE FUNDADOR,CAFE,BERUTI 2954,Recoleta,Comuna 2
2165,CAFE HOMERO,RESTAURANTE,LAVALLE 1501,San Nicolas,Comuna 1
2703,CAFE JONATHAN,CAFE,"BEIRO, FRANCISCO AV. 4001",Villa Devoto,Comuna 11
973,CAFE JONATHAN,BAR,"MORENO, JOSE MARIA AV. 304",Caballito,Comuna 6
1133,CAFE LA FORJA,RESTAURANTE,BACACAY 2414,Flores,Comuna 7
2167,CAFE LA PAZ,RESTAURANTE,CORRIENTES AV. 1593,San Nicolas,Comuna 1
1499,CAFE LEON,RESTAURANTE,RAMALLO 1736,NuÃƒÂ±ez,Comuna 13
2658,CAFE LE PARC,,"GALLARDO, ANGEL AV. 401",Villa Crespo,Comuna 15
1676,CAFE MARTINEZ,CAFE,AYACUCHO 1985,Recoleta,Comuna 2
1678,CAFE MARTINEZ,CAFE,CORDOBA AV. 1499,Recoleta,Comuna 2
77,CAFE MARTINEZ,CAFE,DEL LIBERTADOR AV. 3598,Palermo,Comuna 14
79,CAFE MARTINEZ,CAFE,"SCALABRINI ORTIZ, RAUL 3195",Palermo,Comuna 14
1679,CAFE MARTINIQUE,CAFE,PARANA 1156,Recoleta,Comuna 2
1680,CAFE MONET,CAFE,"QUINTANA, MANUEL, PRES. 400",Recoleta,Comuna 2
1359,CAFE MONSERRAT,CAFE,SAN JOSE 524,Monserrat,Comuna 1
1964,CAFE ORLEANS,CAFE,CORDOBA AV. 499,Retiro,Comuna 1
2733,CAFE PARAISO,CAFE,"ALVAREZ, DONATO, Tte. Gral. AV. 2080",Villa Gral. Mitre,Comuna 11
2166,CAFE PELLEGRINI,RESTAURANTE,"PELLEGRINI, CARLOS 761",San Nicolas,Comuna 1
1965,CAFE PLAZA,RESTAURANTE,SANTA FE AV. 999,Retiro,Comuna 1
1682,CAFE QUINTANA,RESTAURANTE,"ORTIZ, ROBERTO M., Pres. 1865",Recoleta,Comuna 2
1681,CAFE QUINTANA,RESTAURANTE,"QUINTANA, MANUEL, PRES. AV. 460",Recoleta,Comuna 2
1229,CAFE ROMA,CAFE,OLAVARRIA 409,Boca,Comuna 4
2556,CAFE SAN JUAN,RESTAURANTE,SAN JUAN AV. 450,San Telmo,Comuna 1
1966,CAFE SMPSON,RESTAURANTE,URUGUAY 1026,Recoleta,Comuna 2
1360,CAFE STATUS,CAFE,BALCARCE 254,Monserrat,Comuna 1
2168,CAFE STERLING,RESTAURANTE,SARMIENTO 402,San Nicolas,Comuna 1
1361,CAFETERIA 2003,RESTAURANTE,SAN JOSE 220,Monserrat,Comuna 1
898,CAFETERIA F.A.S,RESTAURANTE,PERDRIEL 25,Barracas,Comuna 4
2172,CAFETERIA MONTEVIDEO,CAFE,MONTEVIDEO 667,San Nicolas,Comuna 1
2734,CAFE TIEMPO,CAFE,BOYACA 1600,Villa Gral. Mitre,Comuna 11
720,CAFETIN,CAFE,JUNIN 16,Balvanera,Comuna 3
1362,CAFE TORTONI,RESTAURANTE,DE MAYO AV. 825,Monserrat,Comuna 1
2169,CAFE VIENES,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 893",San Nicolas,Comuna 1
1967,CAFE VINCENT,CAFE,"PELLEGRINI, CARLOS 1123",Retiro,Comuna 1
2171,CAFE Y BAR ENCUENTRO,BAR,RODRIGUEZ PEÃƒâ€˜A 780,San Nicolas,Comuna 1
80,CAFFE CITY,CAFE,CABILDO AV. 1209,Palermo,Comuna 14
78,CAFFE TABAC,BAR,DEL LIBERTADOR AV. 2300,Palermo,Comuna 14
1363,CAFIOLO,RESTAURANTE,"YRIGOYEN, HIPOLITO 802",Monserrat,Comuna 1
2173,CAIMUN,RESTAURANTE,CORRIENTES AV. 777,San Nicolas,Comuna 1
976,CALCIO,RESTAURANTE,RIVADAVIA AV. 5701,Caballito,Comuna 6
81,CALDEN DEL SOHO,BAR,HONDURAS 4701,Palermo,Comuna 14
2659,CALE,RESTAURANTE,"SCALABRINI ORTIZ, RAUL AV. 1000",Villa Crespo,Comuna 15
82,CALLE ROY,RESTAURANTE,FITZ ROY 1519,Palermo,Comuna 14
495,CAMBALACHE,RESTAURANTE,AMENABAR 2204,Belgrano,Comuna 13
1365,CAMBALACHE,RESTAURANTE,BOLIVAR 592,Monserrat,Comuna 1
496,CAMERUN,RESTAURANTE,"UDAONDO, GUILLERMO AV. 1308",Belgrano,Comuna 13
1230,CAMINITO TANGO SHOW,CAFE,"VALLE IBERLUCEA del, Dr. 1158",Boca,Comuna 4
1683,CAMPECHANO,RESTAURANTE,LARREA 1541,Recoleta,Comuna 2
84,CAMPO BRAVO,RESTAURANTE,BAEZ 292,Palermo,Comuna 14
85,CAMPO DEI FIORI,RESTAURANTE,"ALVAREZ, JULIAN 299",Villa Crespo,Comuna 15
1364,CAMPO DEI FIORI,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 1401,Monserrat,Comuna 1
83,CAMPO DEI FIORI,RESTAURANTE,ARCE 305,Palermo,Comuna 14
1684,CAMPOS DEL PILAR,RESTAURANTE,PUEYRREDON AV. 1501,Recoleta,Comuna 2
86,CANAL,RESTAURANTE,"SALGUERO, JERONIMO 2692",Palermo,Comuna 14
2632,CANDIDO,RESTAURANTE,CARRASCO AV. 394,Velez Sarsfield,Comuna 10
1968,CANDILEJAS,CAFE,CORDOBA AV. 1147,Retiro,Comuna 1
1685,CANELA,RESTAURANTE,JUNCAL 2124,Recoleta,Comuna 2
89,CANGAS DE NARCEA,RESTAURANTE,BERUTI 4643,Palermo,Comuna 14
1366,CANTARES,RESTAURANTE,RIVADAVIA AV. 1180,Monserrat,Comuna 1
2662,CANTEGRILL,RESTAURANTE,CORRIENTES AV. 4800,Villa Crespo,Comuna 15
1135,CANTEGRILL,RESTAURANTE,RIVADAVIA AV. 7326,Flores,Comuna 7
2837,Cantina Don Chicho,RESTAURANTE,ZARRAGA 3991,Villa Ortuzar,Comuna 15
87,CANTON,RESTAURANTE,PARAGUAY 2476,Recoleta,Comuna 2
90,CANTONES,RESTAURANTE,FRAY JUSTO SANTAMARIA DE ORO 2466,Palermo,Comuna 14
2175,CAPATAZ,RESTAURANTE,MAIPU 529,San Nicolas,Comuna 1
497,CAPISCI,RESTAURANTE,"SAGASTA ISLA, JOSE MARIA 2072",Belgrano,Comuna 13
721,CAPITAN COCO,CAFE,RIOBAMBA 360,Balvanera,Comuna 3
2174,CAPITELES,RESTAURANTE,SUIPACHA 130,San Nicolas,Comuna 1
1136,CAPITULO V,RESTAURANTE,"ARANGUREN, JUAN F., Dr. 2802",Flores,Comuna 7
1367,CAPRI,RESTAURANTE,PERU 602,Monserrat,Comuna 1
2176,CAPRIATTI,RESTAURANTE,CORRIENTES AV. 1302,San Nicolas,Comuna 1
975,CAPRICCIO,RESTAURANTE,"GOYENA, PEDRO AV. 358",Caballito,Comuna 6
2818,Caracas Bar,BAR,GUATEMALA 4802,Palermo,Comuna 14
2753,CARA NAPOLI,RESTAURANTE,ALVAREZ THOMAS AV. 2302,Villa Ortuzar,Comuna 15
1969,CARDINALE,RESTAURANTE,SAN MARTIN 1225,Retiro,Comuna 1
88,CARITO MORENA,RESTAURANTE,HONDURAS 5501,Palermo,Comuna 14
1686,CARLITOS,RESTAURANTE,GUIDO 1962,Recoleta,Comuna 2
1231,CARLITOS,RESTAURANTE,BRANDSEN 694,Boca,Comuna 4
91,CARMESI,RESTAURANTE,ARAOZ 2701,Palermo,Comuna 14
92,CARNAL,RESTAURANTE,"VEGA, NICETO, Cnel. AV. 5507",Palermo,Comuna 14
1687,CARNER BAR,RESTAURANTE,CORDOBA AV. 2001,Recoleta,Comuna 2
2177,CAROBEL,RESTAURANTE,SARMIENTO 964,San Nicolas,Comuna 1
722,CARROT,RESTAURANTE,PASO 327,Balvanera,Comuna 3
1267,CARTAN,RESTAURANTE,"FALCON, RAMON L.,CNEL. 7158",Liniers,Comuna 9
1690,CARTOON,RESTAURANTE,RIOBAMBA 1112,Recoleta,Comuna 2
725,CASABLANCA,RESTAURANTE,RIVADAVIA AV. 1901,Balvanera,Comuna 3
1688,CASA DE LA NONNA,RESTAURANTE,ARENALES 2771,Recoleta,Comuna 2
2559,CASA DE LAS PIZZAS,RESTAURANTE,"CALVO, CARLOS 637",San Telmo,Comuna 1
2178,CASA ROCA,RESTAURANTE,SAN MARTIN 579,San Nicolas,Comuna 1
498,CASITA CHINA,RESTAURANTE,MAURE 1711,Palermo,Comuna 14
723,CASITAS II,RESTAURANTE,PASCO 212,Balvanera,Comuna 3
1970,CASTELAR,RESTAURANTE,CORDOBA AV. 799,Retiro,Comuna 1
2660,CASTILLO 601,RESTAURANTE,CASTILLO 601,Villa Crespo,Comuna 15
2561,CATALINAS,RESTAURANTE,INDEPENDENCIA AV. 375,San Telmo,Comuna 1
726,CATALINO,RESTAURANTE,SARMIENTO 2227,Balvanera,Comuna 3
2787,CATEDRAL,CAFE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6197",Villa Riachuelo,Comuna 8
93,CAVAS & CUEVAS GRAND BAR,RESTAURANTE,GUATEMALA 5650,Palermo,Comuna 14
2697,C & D STYLE LIFE,RESTAURANTE,"BEIRO, FRANCISCO AV. 3261",Villa Devoto,Comuna 11
2701,CECEPE,RESTAURANTE,"BEIRO, FRANCISCO AV. 4202",Villa Devoto,Comuna 11
2179,CELTA BAR,RESTAURANTE,SARMIENTO 1702,San Nicolas,Comuna 1
724,CENTENARIO,RESTAURANTE,RIVADAVIA AV. 3192,Balvanera,Comuna 3
977,CENTENERA,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 914",Caballito,Comuna 6
727,CENTRAL BAR,RESTAURANTE,CORRIENTES AV. 1835,Balvanera,Comuna 3
728,CENTRO LALIN,RESTAURANTE,MORENO 1949,Balvanera,Comuna 3
899,CENTURY FOOD,RESTAURANTE,"MONTES DE OCA, MANUEL 1176",Barracas,Comuna 4
729,CERVANTES,RESTAURANTE,AZCUENAGA 250,Balvanera,Comuna 3
730,CERVANTES,RESTAURANTE,JUNIN 107,Balvanera,Comuna 3
731,CERVANTES II,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1883",Balvanera,Comuna 3
1691,CERVATILLO,RESTAURANTE,RIOBAMBA 1193,Recoleta,Comuna 2
1689,CERVATILLO II,BAR,AYACUCHO 1127,Recoleta,Comuna 2
94,CERVECERIA ARCE,RESTAURANTE,ARCE 375,Palermo,Comuna 14
2755,CERVECERIA LOPEZ,RESTAURANTE,ALVAREZ THOMAS AV. 2136,Villa Ortuzar,Comuna 15
96,CHAJA,RESTAURANTE,"SALGUERO, JERONIMO 2069",Palermo,Comuna 14
1692,CHAMPS ELYSEES,BAR,PUEYRREDON AV. 2501,Recoleta,Comuna 2
1101,CHANTO OTTO,CAFE,SANTIAGO DEL ESTERO 1594,Constitucion,Comuna 1
2180,CHAPLIN,RESTAURANTE,VIAMONTE 691,San Nicolas,Comuna 1
1288,CHARLOTTE,BAR,DE LOS CORRALES AV. 7400,Mataderos,Comuna 9
1138,CHARLY,RESTAURANTE,CONDARCO 16,Flores,Comuna 7
1103,CHARLY BAR,CAFE,PAVON 1299,Constitucion,Comuna 1
2742,CHARLY PIZZA BAR,RESTAURANTE,CAFAYATE 4187,Villa Lugano,Comuna 8
2181,CHAVAL,RESTAURANTE,URUGUAY 286,San Nicolas,Comuna 1
1501,CHAVELA RESTO BAR,RESTAURANTE,DEL LIBERTADOR AV. 7999,NuÃƒÂ±ez,Comuna 13
1971,CHE BAR,CAFE,"ALEM, LEANDRO N. AV. 1036",Retiro,Comuna 1
1368,"CHE, BO",RESTAURANTE,SALTA 178,Monserrat,Comuna 1
1693,CHE BUENOS AIRES,RESTAURANTE,"ALVEAR, MARCELO T. De 1601",Recoleta,Comuna 2
1972,CHE BUENOS AIRES,CAFE,DEL LIBERTADOR AV. 800,Retiro,Comuna 1
2649,CHE CAFE,RESTAURANTE,"JUSTO, JUAN B. AV. 9499",Versalles,Comuna 10
1502,CHECHO,RESTAURANTE,RAMALLO 1781,NuÃƒÂ±ez,Comuna 13
2182,CHELO,RESTAURANTE,TUCUMAN 999,San Nicolas,Comuna 1
901,CHERIBO,CAFE,"CRUZ, OSVALDO AV. 2099",Barracas,Comuna 4
2784,CHERYS,CAFE,"BEIRO, FRANCISCO AV. 5395",Villa Real,Comuna 10
1694,CHEZ O!!,RESTAURANTE,ARENALES 2102,Recoleta,Comuna 2
1289,CHICHE DE MATADEROS,RESTAURANTE,BRAGADO 6390,Mataderos,Comuna 9
95,CHINA ARGENTINA,RESTAURANTE,SANTA FE AV. 5300,Palermo,Comuna 14
1137,CHINO CAFE RESTAURANTE,RESTAURANTE,MORON 5040,Villa Luro,Comuna 10
2184,CHIQUILIN,RESTAURANTE,SARMIENTO 1599,San Nicolas,Comuna 1
2082,CHIQUIN,,INDEPENDENCIA AV. 2302,San Cristobal,Comuna 3
1139,CHOCOLATE,RESTAURANTE,NAZCA AV. 726,Flores,Comuna 7
97,CHRISTOPHE,RESTAURANTE,FITZ ROY 1994,Palermo,Comuna 14
580,CHUNGO,SANDWICHERIA,"PINO, Virrey del 2500",Colegiales,Comuna 13
1370,CIBER,RESTAURANTE,SALTA 703,Monserrat,Comuna 1
98,CIELITO LINDO,RESTAURANTE,EL SALVADOR 4999,Palermo,Comuna 14
900,CIEN MOTIVOS,CAFE,SUAREZ 1502,Barracas,Comuna 4
1695,CILANTRO COMEDOR MUNDANO,RESTAURANTE,SANCHEZ DE BUSTAMANTE 1186,Recoleta,Comuna 2
732,CINA BAR,RESTAURANTE,LAVALLE 2002,Balvanera,Comuna 3
2634,CINCO ESQUINAS,RESTAURANTE,"ARANGUREN, JUAN F., Dr. 4587",Velez Sarsfield,Comuna 10
499,CINEMA,RESTAURANTE,CABILDO AV. 2088,Belgrano,Comuna 13
1140,CIRANZO BAR,BAR,AVELLANEDA AV. 2523,Flores,Comuna 7
2183,CIRCE,RESTAURANTE,SARMIENTO 537,San Nicolas,Comuna 1
978,CIRCULO 9 DE JULIO,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 568",Caballito,Comuna 6
2185,CITADINO,RESTAURANTE,SUIPACHA 624,San Nicolas,Comuna 1
2188,CITY BAR,BAR,RECONQUISTA 650,San Nicolas,Comuna 1
2186,CITY CORNER,BAR,FLORIDA 501,San Nicolas,Comuna 1
1142,CLAPTON,BAR,RIVADAVIA AV. 7399,Flores,Comuna 7
2189,CLARIDGE'S,RESTAURANTE,TUCUMAN 535,San Nicolas,Comuna 1
2187,CLARK CENTRO,RESTAURANTE,SARMIENTO 645,San Nicolas,Comuna 1
1697,CLARK'S,RESTAURANTE,JUNIN 1777,Recoleta,Comuna 2
1322,CLARO,RESTAURANTE,LOPE DE VEGA AV. 1400,Villa Luro,Comuna 10
1698,CLASICAS,RESTAURANTE,CORDOBA AV. 2045,Recoleta,Comuna 2
1696,CLASICA Y MODERNA,RESTAURANTE,CALLAO AV. 892,Recoleta,Comuna 2
99,CLASICO,RESTAURANTE,BERUTI 4594,Palermo,Comuna 14
2560,CLASICO,BAR,HUMBERTO 1º 501,San Telmo,Comuna 1
980,CLASS,RESTAURANTE,LA PLATA AV. 797,Caballito,Comuna 6
500,CLOE,RESTAURANTE,CUBA 2208,Belgrano,Comuna 13
2190,CLOVER LIGHT,RESTAURANTE,RODRIGUEZ PEÃƒâ€˜A 433,San Nicolas,Comuna 1
1973,CLUB DANES,RESTAURANTE,"ALEM, LEANDRO N. AV. 1074",Retiro,Comuna 1
100,CLUB DEL VINO,RESTAURANTE,"CABRERA, JOSE A. 4737",Palermo,Comuna 14
101,CLUB EROS,RESTAURANTE,URIARTE 1609,Palermo,Comuna 14
2063,CLUB S.D.C VIENTO NORTE,CAFE,"ACHA, MARIANO, Gral. 3743",Saavedra,Comuna 12
618,COCINA & CIA,RESTAURANTE,CORRIENTES AV. 4673,Almagro,Comuna 5
1699,COCINA & CIA,RESTAURANTE,SANTA FE AV. 2461,Recoleta,Comuna 2
103,COCINA REGIONAL 1810,RESTAURANTE,"ALVAREZ, JULIAN 1918",Palermo,Comuna 14
1290,COCO,RESTAURANTE,CORRALES 6555,Villa Riachuelo,Comuna 8
2192,COCO PASO,RESTAURANTE,TUCUMAN 938,San Nicolas,Comuna 1
2191,COFETIN,RESTAURANTE,RECONQUISTA 286,San Nicolas,Comuna 1
1085,COGHLAN,RESTAURANTE,MONROE AV. 3600,Belgrano,Comuna 13
2704,COLLAGE BAR POOL,RESTAURANTE,"BEIRO, FRANCISCO AV. 4749",Villa Devoto,Comuna 11
2663,COMANDERS,RESTAURANTE,VERA 601,Villa Crespo,Comuna 15
1701,COMES,RESTAURANTE,GUIDO 1931,Recoleta,Comuna 2
1369,COMET,RESTAURANTE,BELGRANO AV. 217,Monserrat,Comuna 1
1141,COMETE TODO,RESTAURANTE,VARELA AV. 605,Flores,Comuna 7
102,COMO,RESTAURANTE,"ARGUIBEL, ANDRES 2859",Palermo,Comuna 14
1703,COMODINES,RESTAURANTE,PARAGUAY 2402,Recoleta,Comuna 2
104,COMODINES,RESTAURANTE,GUEMES 4400,Palermo,Comuna 14
1597,COMO? EL 12,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1799",Puerto Madero,Comuna 1
734,COMO TE EXTRAÃƒâ€˜O CLARA,RESTAURANTE,"YRIGOYEN, HIPOLITO 3235",Balvanera,Comuna 3
2193,COMPUBAR,RESTAURANTE,CORRIENTES AV. 1686,San Nicolas,Comuna 1
105,CONCEPTO,RESTAURANTE,BONPLAND 1670,Palermo,Comuna 14
1702,CONCEPTO INDIGO,RESTAURANTE,"LOPEZ, VICENTE 2152",Recoleta,Comuna 2
107,CONCEPTO INDIGO,RESTAURANTE,LAS HERAS GENERAL AV. 3195,Palermo,Comuna 14
733,CONFINTERIA ANTIGUA L'AIGLON,RESTAURANTE,CALLAO AV. 98,Balvanera,Comuna 3
1371,CONFITERIA ATECA,RESTAURANTE,LIMA 603,Monserrat,Comuna 1
2196,CONFITERIA IDEAL,RESTAURANTE,SUIPACHA 384,San Nicolas,Comuna 1
735,CONFITERIA LA FAMILIA,RESTAURANTE,PASTEUR 176,Balvanera,Comuna 3
2194,CONFITERIA LE CARAVELLE,RESTAURANTE,LAVALLE 726,San Nicolas,Comuna 1
1143,CONFITERIA NINI,RESTAURANTE,VARELA AV. 1170,Flores,Comuna 7
106,CONFITERIA PALERMO,RESTAURANTE,SANTA FE AV. 4599,Palermo,Comuna 14
